Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Acquitted_or_Discharged,Cases_charge_sheets_were_not_laid_but_Final_Report_submitted,Cases_Chargesheeted,Cases_Compounded_or_Withdrawn,Cases_Convicted,Cases_Declared_False_on_Account_of_Mistake_of_Fact_or_of_Law,Cases_Investigated_Chargesheets+FR_Submitted,Cases_not_Investigated_or_in_which_investigation_was_refused,Cases_Pending_Investigation_at_Year_End,Cases_Pending_Investigation_from_previous_year,Cases_Pending_Trial_at_Year_End,Cases_Pending_Trial_from_the_previous_year,Cases_Reported,Cases_Sent_for_Trial,Cases_Trials_Completed,Cases_Withdrawn_by_the_Govt,Cases_withdrawn_by_the_Govt_during_investigation,Total_Cases_for_Trial
Puducherry,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,10.0,6.0,22.0,21.0,9.0,5.0,4.0,0.0,0.0,26.0
Punjab,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,88.0,92.0,257.0,1.0,22.0,172.0,349.0,0.0,329.0,336.0,945.0,799.0,514.0,257.0,110.0,0.0,0.0,1056.0
Rajasthan,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,275.0,194.0,612.0,13.0,121.0,995.0,806.0,0.0,174.0,112.0,3744.0,3541.0,1863.0,612.0,396.0,0.0,0.0,4153.0
Sikkim,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1.0,1.0,5.0,0.0,1.0,0.0,6.0,0.0,8.0,10.0,14.0,11.0,4.0,5.0,2.0,0.0,0.0,16.0
Tamil Nadu,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,349.0,258.0,521.0,6.0,138.0,301.0,779.0,0.0,637.0,558.0,888.0,860.0,1160.0,521.0,487.0,0.0,1.0,1381.0
Tripura,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,26.0,23.0,87.0,4.0,4.0,0.0,110.0,0.0,28.0,28.0,145.0,92.0,110.0,87.0,30.0,0.0,0.0,179.0
Uttar Pradesh,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1046.0,1185.0,2571.0,22.0,1172.0,624.0,3756.0,0.0,585.0,526.0,7207.0,6876.0,4439.0,2571.0,2218.0,0.0,0.0,9447.0
Uttarakhand,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,44.0,69.0,125.0,1.0,44.0,21.0,194.0,0.0,50.0,43.0,447.0,411.0,222.0,125.0,88.0,0.0,0.0,536.0
West Bengal,2008.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,440.0,200.0,1130.0,16.0,36.0,47.0,1330.0,0.0,2084.0,1554.0,6974.0,6336.0,1907.0,1130.0,476.0,0.0,0.0,7466.0
Andaman & Nicobar Islands,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2.0,7.0,2.0,0.0,0.0,0.0,9.0,0.0,13.0,8.0,30.0,30.0,14.0,2.0,2.0,0.0,0.0,32.0
Andhra Pradesh,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,744.0,117.0,968.0,51.0,50.0,398.0,1085.0,0.0,589.0,546.0,2513.0,2393.0,1526.0,968.0,794.0,3.0,0.0,3358.0
Arunachal Pradesh,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5.0,8.0,31.0,1.0,4.0,0.0,39.0,0.0,20.0,31.0,400.0,379.0,28.0,31.0,9.0,0.0,0.0,410.0
Assam,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,319.0,572.0,774.0,52.0,77.0,228.0,1346.0,13.0,3354.0,2849.0,3082.0,2756.0,2092.0,774.0,396.0,0.0,0.0,3530.0
Bihar,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,526.0,464.0,772.0,11.0,114.0,354.0,1236.0,0.0,1846.0,1450.0,3683.0,3562.0,1986.0,772.0,640.0,0.0,0.0,4334.0
Chandigarh,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,13.0,1.0,17.0,0.0,11.0,15.0,18.0,0.0,34.0,31.0,46.0,53.0,36.0,17.0,24.0,0.0,0.0,70.0
Chhattisgarh,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,81.0,18.0,173.0,0.0,40.0,25.0,191.0,0.0,77.0,64.0,689.0,637.0,229.0,173.0,121.0,0.0,0.0,810.0
Dadra & Nagar Haveli,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1.0,0.0,10.0,0.0,2.0,1.0,10.0,0.0,8.0,10.0,28.0,21.0,9.0,10.0,3.0,0.0,0.0,31.0
Daman & Diu,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Delhi,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,104.0,604.0,293.0,0.0,46.0,354.0,897.0,37.0,2247.0,1941.0,1531.0,1388.0,1655.0,293.0,150.0,0.0,61.0,1681.0
Goa,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,12.0,8.0,13.0,0.0,0.0,3.0,21.0,0.0,24.0,26.0,34.0,33.0,22.0,13.0,12.0,0.0,0.0,46.0
Gujarat,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,294.0,211.0,808.0,8.0,42.0,64.0,1019.0,9.0,365.0,295.0,6609.0,6145.0,1162.0,808.0,336.0,0.0,0.0,6953.0
Haryana,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,210.0,21.0,339.0,0.0,74.0,286.0,360.0,0.0,196.0,183.0,888.0,833.0,659.0,339.0,284.0,0.0,0.0,1172.0
Himachal Pradesh,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,39.0,4.0,66.0,2.0,5.0,63.0,70.0,0.0,44.0,55.0,212.0,192.0,122.0,66.0,44.0,0.0,0.0,258.0
Jammu & Kashmir,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,370.0,23.0,427.0,1.0,11.0,390.0,450.0,0.0,482.0,497.0,3635.0,3590.0,825.0,427.0,381.0,0.0,0.0,4017.0
Jharkhand,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,295.0,87.0,366.0,35.0,129.0,53.0,453.0,0.0,343.0,332.0,729.0,822.0,517.0,366.0,424.0,0.0,0.0,1188.0
Karnataka,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,136.0,59.0,245.0,8.0,5.0,96.0,304.0,4.0,191.0,187.0,852.0,756.0,408.0,245.0,141.0,0.0,0.0,1001.0
Kerala,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,81.0,11.0,131.0,1.0,8.0,13.0,142.0,0.0,106.0,88.0,701.0,660.0,173.0,131.0,89.0,0.0,0.0,791.0
Lakshadweep,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Madhya Pradesh,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,285.0,68.0,679.0,13.0,121.0,19.0,747.0,0.0,265.0,190.0,2252.0,1992.0,841.0,679.0,406.0,0.0,0.0,2671.0
Maharashtra,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,292.0,129.0,722.0,11.0,31.0,89.0,851.0,1.0,550.0,565.0,6290.0,5902.0,926.0,722.0,323.0,0.0,0.0,6624.0
Manipur,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0.0,33.0,1.0,0.0,0.0,0.0,34.0,0.0,317.0,254.0,23.0,22.0,97.0,1.0,0.0,0.0,0.0,23.0
Meghalaya,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,13.0,6.0,5.0,0.0,0.0,0.0,11.0,0.0,97.0,82.0,82.0,90.0,26.0,5.0,13.0,0.0,0.0,95.0
Mizoram,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Nagaland,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0.0,2.0,8.0,0.0,1.0,0.0,10.0,0.0,6.0,6.0,12.0,5.0,10.0,8.0,1.0,0.0,0.0,13.0
Odisha,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,236.0,15.0,485.0,0.0,40.0,55.0,500.0,0.0,921.0,677.0,2127.0,1918.0,799.0,485.0,276.0,0.0,0.0,2403.0
Puducherry,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3.0,1.0,13.0,0.0,0.0,4.0,14.0,1.0,4.0,10.0,32.0,22.0,13.0,13.0,3.0,0.0,0.0,35.0
Punjab,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,158.0,87.0,212.0,0.0,34.0,184.0,299.0,0.0,359.0,329.0,965.0,945.0,513.0,212.0,192.0,0.0,0.0,1157.0
Rajasthan,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,243.0,223.0,732.0,9.0,120.0,1298.0,955.0,0.0,231.0,174.0,4104.0,3744.0,2310.0,732.0,363.0,0.0,0.0,4476.0
Sikkim,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,11.0,8.0,13.0,14.0,6.0,3.0,4.0,0.0,0.0,17.0
Tamil Nadu,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,246.0,262.0,527.0,11.0,56.0,319.0,789.0,0.0,662.0,637.0,1102.0,888.0,1133.0,527.0,302.0,0.0,0.0,1415.0
Tripura,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,32.0,21.0,71.0,0.0,6.0,0.0,92.0,0.0,28.0,28.0,178.0,145.0,92.0,71.0,38.0,0.0,0.0,216.0
Uttar Pradesh,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1244.0,1283.0,2941.0,8.0,1251.0,722.0,4224.0,0.0,717.0,585.0,7645.0,7207.0,5078.0,2941.0,2495.0,0.0,0.0,10148.0
Uttarakhand,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,47.0,76.0,150.0,10.0,36.0,26.0,226.0,0.0,45.0,50.0,504.0,447.0,247.0,150.0,83.0,0.0,0.0,597.0
West Bengal,2009.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,369.0,321.0,1137.0,13.0,31.0,54.0,1458.0,1.0,2758.0,2084.0,7698.0,6974.0,2187.0,1137.0,400.0,0.0,0.0,8111.0
Andaman & Nicobar Islands,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0.0,3.0,7.0,0.0,0.0,0.0,10.0,0.0,11.0,13.0,37.0,30.0,8.0,7.0,0.0,0.0,0.0,37.0
Andhra Pradesh,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,749.0,58.0,1101.0,58.0,75.0,410.0,1159.0,0.0,551.0,589.0,2732.0,2513.0,1531.0,1101.0,824.0,0.0,0.0,3614.0
Arunachal Pradesh,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2.0,15.0,21.0,5.0,2.0,0.0,36.0,0.0,30.0,20.0,412.0,400.0,46.0,21.0,4.0,0.0,0.0,421.0
Assam,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,509.0,730.0,971.0,22.0,106.0,231.0,1701.0,63.0,4126.0,3354.0,3416.0,3082.0,2767.0,971.0,615.0,0.0,0.0,4053.0
Bihar,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,581.0,593.0,1150.0,15.0,108.0,410.0,1743.0,0.0,2262.0,1846.0,4129.0,3683.0,2569.0,1150.0,689.0,0.0,0.0,4833.0
Chandigarh,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,8.0,2.0,1.0,0.0,6.0,30.0,3.0,0.0,29.0,34.0,33.0,46.0,28.0,1.0,14.0,0.0,0.0,47.0
Chhattisgarh,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,109.0,34.0,192.0,1.0,36.0,13.0,226.0,0.0,117.0,77.0,735.0,689.0,279.0,192.0,145.0,0.0,0.0,881.0
Dadra & Nagar Haveli,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,13.0,8.0,28.0,28.0,10.0,3.0,3.0,0.0,0.0,31.0
Daman & Diu,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Delhi,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,141.0,656.0,289.0,0.0,85.0,537.0,945.0,26.0,2407.0,2247.0,1594.0,1531.0,1740.0,289.0,226.0,0.0,72.0,1820.0
Goa,2010.0,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,8.0,7.0,10.0,0.0,1.0,3.0,17.0,0.0,22.0,24.0,35.0,34.0,18.0,10.0,9.0,0.0,0.0,44.0
