Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Acquitted_or_Discharged,Cases_charge_sheets_were_not_laid_but_Final_Report_submitted,Cases_Chargesheeted,Cases_Compounded_or_Withdrawn,Cases_Convicted,Cases_Declared_False_on_Account_of_Mistake_of_Fact_or_of_Law,Cases_Investigated_Chargesheets+FR_Submitted,Cases_not_Investigated_or_in_which_investigation_was_refused,Cases_Pending_Investigation_at_Year_End,Cases_Pending_Investigation_from_previous_year,Cases_Pending_Trial_at_Year_End,Cases_Pending_Trial_from_the_previous_year,Cases_Reported,Cases_Sent_for_Trial,Cases_Trials_Completed,Cases_Withdrawn_by_the_Govt,Cases_withdrawn_by_the_Govt_during_investigation,Total_Cases_for_Trial
Mizoram,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Punjab,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,5.0,6.0,7.0,1.0,2.0,3.0,0.0,0.0
Rajasthan,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,15.0,0.0,87.0,0.0,13.0,0.0,87.0,0.0,0.0,0.0,167.0,108.0,87.0,87.0,28.0,0.0,0.0
Sikkim,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,2.0,0.0,0.0
Tripura,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2003.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Andaman & Nicobar Islands,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,78.0,0.0,1084.0,0.0,975.0,4.0,1084.0,0.0,26.0,12.0,102.0,71.0,1102.0,1084.0,1053.0,0.0,0.0
Arunachal Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
Bihar,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Goa,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,93.0,0.0,0.0,3.0,0.0,0.0
Haryana,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
Jammu & Kashmir,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,14.0,0.0,32.0,1.0,15.0,1.0,32.0,0.0,28.0,16.0,105.0,103.0,45.0,32.0,29.0,0.0,0.0
Lakshadweep,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,2.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,75.0,68.0,11.0,9.0,2.0,0.0,0.0
Manipur,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Punjab,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0,5.0,6.0,2.0,2.0,3.0,0.0,0.0
Rajasthan,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,10.0,0.0,89.0,0.0,27.0,0.0,89.0,0.0,0.0,0.0,219.0,167.0,89.0,89.0,37.0,0.0,0.0
Sikkim,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,6.0,22.0,72.0,0.0,21.0,0.0,94.0,0.0,8.0,0.0,51.0,6.0,102.0,72.0,27.0,0.0,0.0
Tripura,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2004.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
Andaman & Nicobar Islands,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,70.0,0.0,2671.0,0.0,2615.0,0.0,2671.0,0.0,12.0,26.0,88.0,102.0,2657.0,2671.0,2685.0,0.0,0.0
Arunachal Pradesh,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,28.0,48.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
Chandigarh,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0
Goa,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,90.0,0.0,0.0,9.0,0.0,0.0
Haryana,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
Karnataka,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,26.0,8.0,85.0,0.0,15.0,0.0,93.0,0.0,43.0,28.0,149.0,105.0,108.0,85.0,41.0,0.0,0.0
Lakshadweep,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,23.0,0.0,11.0,0.0,1.0,0.0,11.0,0.0,0.0,3.0,62.0,75.0,8.0,11.0,24.0,0.0,0.0
Manipur,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
Puducherry,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,9.0,1.0,100.0,0.0,13.0,7.0,101.0,0.0,1.0,0.0,297.0,219.0,109.0,100.0,22.0,0.0,0.0
Sikkim,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,19.0,0.0,34.0,0.0,9.0,0.0,34.0,0.0,4.0,8.0,57.0,51.0,30.0,34.0,28.0,0.0,0.0
Tripura,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0
Uttarakhand,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2005.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,4.0,26.0,23.0,0.0,1.0,23.0,0.0,0.0,0.0
Andaman & Nicobar Islands,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,91.0,2.0,1348.0,0.0,1250.0,0.0,1350.0,0.0,9.0,12.0,95.0,88.0,1347.0,1348.0,1341.0,0.0,0.0
Arunachal Pradesh,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0
Goa,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,81.0,0.0,0.0,1.0,0.0,0.0
Haryana,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0
Karnataka,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,46.0,0.0,70.0,0.0,15.0,0.0,70.0,0.0,32.0,43.0,158.0,149.0,59.0,70.0,61.0,0.0,0.0
Lakshadweep,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
Maharashtra,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,2.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,67.0,62.0,9.0,7.0,2.0,0.0,0.0
Manipur,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2006.0,Indecent Representation of Women (Prohibition) Act,10. Indecent Representation of Women(Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
